"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"172","I LOVE JUSTIN BIEBER",3168,133,2752,102,NA,"<U+2764>Stela<U+2764>",2016-10-20 13:19:43,FALSE,FALSE,"Stela_09_09","Lombardia, Italia","it","789093740333924352",7,FALSE,"http://pbs.twimg.com/profile_images/819196589302542336/8MNfkhrQ_normal.jpg"
"173","INTER TU <U+00C9>S MINHA PAIX<U+00C3>O <U+26AA><ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>",926,1159,558,1647,NA,"UZUMAKI DAN",2017-02-02 15:46:45,FALSE,FALSE,"UZUMAKIDAN2","Bag<U+00E9>, Brasil","pt","827181468069818368",4,FALSE,"http://pbs.twimg.com/profile_images/827186754159521792/Zu29zAmL_normal.jpg"
"174","19. Accounting. Seriefilo. Ig: leojosem",23065,1168,4883,963,NA,"Leonardo Madue<U+00F1>o",2010-05-28 00:26:11,FALSE,FALSE,"_leojosem","Maracaibo-Venezuela","es","148934804",10,FALSE,"http://pbs.twimg.com/profile_images/831683700861632513/lhuKKTim_normal.jpg"
"175","met Lady Gaga,Paul Stanley,& Jordin Sparks. aspiring professional dog hoarder. culinary consumption extraordinaire",39333,3451,11468,1689,"https://t.co/rtSGO66GNR","xoxo, Mark",2012-09-14 02:22:20,FALSE,FALSE,"guywhokissdgaga","Tennessee, USA","en","822540578",27,FALSE,"http://pbs.twimg.com/profile_images/832645046671331331/AxsS0P8B_normal.jpg"
"176","I love singing and Netflix",8549,271,23372,568,NA,"Paul McNamara",2014-01-26 15:48:11,FALSE,FALSE,"pesipaul15","Cleveland Heights","en","2312056304",13,FALSE,"http://pbs.twimg.com/profile_images/640674535834959872/MXluy8DO_normal.jpg"
"177","#JOANNE new gaga's album 21nd October
stream on Spotify & apple music 
@ladygaga follow me in 2012 and I went her concert",25807,3800,13427,261,NA,"buy#JOANNE",2012-05-12 03:51:46,FALSE,FALSE,"GagaFanNo1","Washington, DC","en","577788405",14,FALSE,"http://pbs.twimg.com/profile_images/828383862992596992/t9WSUAHI_normal.jpg"
"178","Classic Storeyteller.  Born in Arkansas.  Father of 6.",3420,163,25,110,NA,"jeff sparks",2010-05-03 01:47:44,FALSE,FALSE,"twtsparks","nashville","en","139572485",51,FALSE,"http://pbs.twimg.com/profile_images/1077347475/Sparks-2_normal.jpg"
"179","I feel like I'm the worst
So I always act like I'm the best
*VERSACE HOOKER*",1732,55,280,27,NA,"Amaury",2010-06-19 10:31:22,FALSE,FALSE,"Freaksmachines","The one, the only.. PARIS","fr","157277614",0,FALSE,"http://pbs.twimg.com/profile_images/756210516083609600/-f1n_3H__normal.jpg"
"180","girls out there I fucking love ya'll || bi but prefer pussy || she's the queen of my heart @mmrkaj",22083,556,848,1572,"https://t.co/i2Tamqha1Q","k loves m <ed><U+00A0><U+00BC><ed><U+00BC><U+0088>",2012-03-03 22:55:09,FALSE,FALSE,"Kevamstramgram","my babygirl || meliza","fr","513695145",7,FALSE,"http://pbs.twimg.com/profile_images/830958551577329665/f3Ez6pki_normal.jpg"
"181","A masterpiece that is perfected. My life is a modern ART. 
NARCISSISTIC. 
EGOCENTRIC. 
ECCENTRIC. 
APOLLONIAN. 
DESIGNER. 
PHOTOGRAPHER. 
ARTIST & BITCH. <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>",13431,524,2687,890,"https://t.co/9tmz10xGMH","Diegocentrico.",2011-06-12 21:14:06,FALSE,FALSE,"DiegoMeleanV","Maracaibo-Venezuela","es","316042468",6,FALSE,"http://pbs.twimg.com/profile_images/826089298780905472/ZAquzwGM_normal.jpg"
"182","Jalantikus Chief Editor | Pokemon GO | APPS | Movies | TV Series I Anime | Game | Tech | Free UBER Credits Code: uberluckylady88",71329,9832,1953,1042,"https://t.co/wAvd70wPBA","Ratna Dewi <ed><U+00A0><U+00BC><ed><U+00BC><U+0090>",2008-12-01 07:31:07,FALSE,FALSE,"veryluckylady88","Jakarta","en","17774075",127,FALSE,"http://pbs.twimg.com/profile_images/832767758265782272/sSB_Zloa_normal.jpg"
"183","[24 a<U+00F1>os] SCL <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> <U+2022> Rancaguino <U+2764><U+FE0F><U+2022> Dise<U+00F1>ador Gr<U+00E1>fico <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> <U+2022> Productor & Community Manager AcquaDiva Rancagua <U+2022> <ed><U+00A0><U+00BD><ed><U+00B6><U+00A5> <U+2022> SOLTERO <U+264B><U+FE0F>",415,407,809,829,"https://t.co/AdF2vme3ql","Ale Correa<U+F8FF>",2010-01-18 16:24:21,FALSE,FALSE,"al3xand3r_18","Santiago, Chile","es","106136631",0,FALSE,"http://pbs.twimg.com/profile_images/832044104917872641/A3o4kUO4_normal.jpg"
"184","",438,53,431,280,NA,"Debbie G",2015-09-30 01:51:32,FALSE,FALSE,"DebbieGomes10","Helena, MT","en","3731869154",1,FALSE,"http://pbs.twimg.com/profile_images/824100341352398848/FdXBKbUU_normal.jpg"
"185","Haz la diferencia.",27118,359,2057,350,"https://t.co/Z4uNR5dL2s","Bellarockstar<U+2620><U+FE0F>",2010-03-14 20:03:45,FALSE,FALSE,"JavierBelladona","M<U+00E9>rida, Yucat<U+00E1>n","es","123042925",2,FALSE,"http://pbs.twimg.com/profile_images/828985641727827970/dTi4AO-k_normal.jpg"
"186","I am a Venezuelan-Lebanese, Arab and Greek parents. I was born in Venezuela and I live in the United States. Venezuela forever in my heart <U+2764><U+FE0F>",16245,2987,16678,1327,"https://t.co/Nz2Cg3VaIm","Mounir kensit",2011-05-11 05:11:41,FALSE,FALSE,"Turko_Loco","Los Angeles, CA","es","296651773",13,FALSE,"http://pbs.twimg.com/profile_images/787435466874159105/yZ0wur-v_normal.jpg"
"187","<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>Singer/Songwrter/Pianist/Electoro/Rocker<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+008E><U+2764><U+FE0F>Music<U+2764><U+FE0F>Art<U+2764><U+FE0F>Dance<U+2764><U+FE0F>Motorcycle<U+2764><U+FE0F>Racing<U+2764><U+FE0F>MY SONG<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/kYKzQK99RD<ed><U+00A0><U+00BD><ed><U+00B1><U+0088>Art<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>Produce me.<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>Love&Peace<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>",187687,27024,170609,26792,"https://t.co/owEuaOXypi","J-Skinhead York",2015-04-05 00:40:18,FALSE,FALSE,"JSkinheadYork","World wide","ja","3139517508",1786,FALSE,"http://pbs.twimg.com/profile_images/606006132386103296/ownJf56T_normal.jpg"
"188","",61978,570,38938,372,NA,"<U+0423><ed><U+00A0><U+00BE><ed><U+00B5><U+0080>",2012-08-09 08:01:36,FALSE,FALSE,"__ygi","Disneyland ","en","746802109",16,FALSE,"http://pbs.twimg.com/profile_images/823077712847699968/RmiQaeAU_normal.jpg"
"189","Little Monster + PARAGUAY",26785,439,7971,225,NA,"Brahiam .",2011-11-24 22:38:28,FALSE,FALSE,"brahiiamloo","Paraguay","es","420655305",19,FALSE,"http://pbs.twimg.com/profile_images/828344112906637312/YtUNmL_A_normal.jpg"
"190","3/24 HanSungie",17524,174,10308,437,NA,"TaeKai",2011-08-10 15:53:46,FALSE,FALSE,"Yaser777X","Taehyung's Pants","en","352414464",4,FALSE,"http://pbs.twimg.com/profile_images/831294830919696385/mt4yjCqe_normal.jpg"
"191","Corrector gramatico. Defensor de los DD.HH.   #FollowBack",178,276,2,430,NA,"Leon Mendoza",2016-10-06 18:30:29,FALSE,FALSE,"sasha47qldo","Libertad, Argentina.","es","784098517384097792",0,FALSE,"http://pbs.twimg.com/profile_images/795651964902121472/joCmVlrk_normal.jpg"
"192","Love to travel & meet new people",24978,1108,59782,1288,NA,"Chris Joonas Tiainen",2014-03-20 11:43:05,FALSE,FALSE,"CTiainen","BrisVegas","en","2399729430",43,FALSE,"http://pbs.twimg.com/profile_images/820472593752813568/AD5Eh5Zj_normal.jpg"
"193","Adventranaut/C.M.O.",56740,5126,54780,4567,"https://t.co/NDOvvClctr","Kevin Hammontree",2009-04-15 20:30:25,FALSE,FALSE,"freetree64","St Ann, MO","en","31510410",3757,FALSE,"http://pbs.twimg.com/profile_images/769254084276662272/8SqAhU8S_normal.jpg"
"194","GAGA OH LA LA - BUY Joanne by Lady Gaga https://t.co/4vUuyW0WN6. and A Head Full of Dreams by Coldplay https://t.co/5xJeJ7KjiM AND BLESS YOUR LIFE. <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",7827,318,11088,187,NA,"J' Wayne!",2012-08-02 01:35:24,FALSE,FALSE,"luiscdlc_","New Jersey, USA","en","731882624",8,FALSE,"http://pbs.twimg.com/profile_images/830496976462610432/Q3sfIpT__normal.jpg"
"195","",6155,109,0,0,NA,"iamnewhere",2009-08-31 20:49:35,FALSE,FALSE,"iamnewhere","Berlin, Germany","en","70496581",40,FALSE,"http://pbs.twimg.com/profile_images/391695859/robot_normal.jpg"
"196","Apesar dos golpes que a vida me d<U+00E1> eu sempre ganho por saber amar.",61952,640,10810,408,NA,"Peter",2012-05-13 11:34:12,FALSE,FALSE,"whereisvenus","Nas profundezas do oceano","pt","578962566",5,FALSE,"http://pbs.twimg.com/profile_images/822286722046291968/pYcD8GzY_normal.jpg"
"197","<U+2744>23-08 BRC 2016<U+2744> 

18<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>

<U+2728>Brillantina para mi, Basta fin.<U+2728>",69743,4597,40505,4010,"https://t.co/4uVJ5yaB6d","John Wayne <U+2728>",2013-12-13 02:07:54,FALSE,FALSE,"AgusSotoOK","Quilmes, Buenos Aires","es","2222579674",33,FALSE,"http://pbs.twimg.com/profile_images/832650969489952768/Ckqg488E_normal.jpg"
"198","Media Director @Baldwinand.  Somehow convinced @JillDykesPR to marry me.  Probably wearing dad jeans.",133,88,127,167,"https://t.co/zQ5wgAOUWs","David Dykes",2010-03-05 21:37:13,FALSE,FALSE,"ddykes1","Raleigh, NC","en","120231387",7,FALSE,"http://pbs.twimg.com/profile_images/676446213005291520/4Kwr7v6s_normal.jpg"
"199","<U+2665>",2846,462,853,490,NA,"Joe Calderone",2016-01-29 22:57:57,FALSE,FALSE,"lordebrunoo","Rio de Janeiro, Brasil","pt","4861939228",2,FALSE,"http://pbs.twimg.com/profile_images/831967505321177088/4DDZefzf_normal.jpg"
"200","22. Lots of idols. MJ is my angel <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",5441,417,5294,384,"https://t.co/lfdHDyVFj6","r<U+00F8>xana <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD>",2016-06-02 12:20:47,FALSE,FALSE,"horanxdoblas","Paraguay","en","738344607872917504",2,FALSE,"http://pbs.twimg.com/profile_images/832402529954705408/ZhgBj46k_normal.jpg"
"201","Dad | Socia/Mobile Coord at @NYUniversity | Podcasting at @WhyISocial + #FiveFavorites (Sponsor @Zoomph) | @EduWebConf | @Snapchat_EDU | #PeopleFirst",72190,13941,15847,9767,"https://t.co/sDtYWhUz4g","Chris Barrows <ed><U+00A0><U+00BC><ed><U+00BE><U+0099>",2009-01-09 04:10:31,FALSE,FALSE,"CBarrows","NY/NJ","en","18791723",1741,FALSE,"http://pbs.twimg.com/profile_images/813185540250103808/4WkKYa3u_normal.jpg"
"202","Find your freedom in the music
Find your Jesus
Find your Kubrick",7485,260,10741,207,NA,"ULTRAGAGA",2012-04-12 23:48:33,FALSE,FALSE,"ULTRAVlOLEX","Haus of Gaga","en","552268189",4,FALSE,"http://pbs.twimg.com/profile_images/829495633685917696/XtvvgWeZ_normal.jpg"
"203","Hustler, Entrepreneur, Smartypants, Innovator... and humble? Owner & Founder of @embracedisrupt. cory@embracedisruption.com",7332,1336,139,1863,"https://t.co/fOyg8iww0Z","Cory Stewart",2009-05-03 22:00:44,FALSE,FALSE,"coryjstewart","Toronto, ON","en","37513421",55,FALSE,"http://pbs.twimg.com/profile_images/714990934048563203/ZXujJT05_normal.jpg"
"204","Scaper, Smiler, LV <U+2764>",7573,175,36404,145,NA,"Andrew Mathews",2016-07-12 16:33:03,FALSE,FALSE,"anndrewmathew","Sintra, Portugal","pt","752903605926129664",7,FALSE,"http://pbs.twimg.com/profile_images/767505541904072704/2raIy2P8_normal.jpg"
"205","God said Adam and Eve so I did both",59979,2454,21387,401,NA,"madz",2014-10-26 02:29:07,FALSE,FALSE,"cravingkordei","chrisi","en","2844577209",55,FALSE,"http://pbs.twimg.com/profile_images/831967698234048513/AM7Oem9e_normal.jpg"
"206","What is done is done <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>",1267,468,654,1306,NA,"<U+03C0>ment",2015-06-20 14:24:23,FALSE,FALSE,"joshua_tarlie","Dieppe <U+26A1> ","en","3336933813",1,FALSE,"http://pbs.twimg.com/profile_images/832530795227181058/6mIORLW5_normal.jpg"
"207","",33131,468,47611,440,NA,"CB",2010-02-01 05:22:26,FALSE,FALSE,"cbrew89","GA ","en","110335445",27,FALSE,"http://pbs.twimg.com/profile_images/553265916759113729/EEI5Cvdc_normal.jpeg"
"208","Licenciado, Perseverante, Objetivo y Fan de Lady Gaga INSTA: @luisangellgram",2070,307,6031,452,NA,"Luis <U+00C1>ngel",2009-12-07 02:45:47,FALSE,FALSE,"luisaangell7","Celaya Guanajuato, M<U+00E9>xico.","es","95121009",4,FALSE,"http://pbs.twimg.com/profile_images/798232883567595521/5X1A2rnK_normal.jpg"
"209","He's not the second Michael Jackson, He's the first Justin Bieber. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",27866,1539,4291,851,NA,"arantxa.",2015-06-07 04:42:51,FALSE,FALSE,"yummybieberx","j follows","en","3238439910",31,FALSE,"http://pbs.twimg.com/profile_images/832380901719879680/sBq28IrF_normal.jpg"
"210","Fan<U+00E1>tico de Lady Gaga, amante de la moda, 100% Lesbiana y Gay. Amo el Sushi. Soy una wea rara.",11731,423,4082,327,NA,"#LG5",2014-04-07 03:13:15,FALSE,FALSE,"DiegoCS27","Santiago Chile","es","2431371518",5,FALSE,"http://pbs.twimg.com/profile_images/698341429626667009/VJ2Yixrk_normal.png"
"211","Restaurant Consultant",4371,53569,4,19515,NA,"Dan McGowan",2009-02-19 13:13:54,FALSE,FALSE,"dannymcgowan","Chicago, Illinois","en","21296603",56,FALSE,"http://pbs.twimg.com/profile_images/511343266827358208/p0Opr83X_normal.jpeg"
"212","retired nypd. us navy veteran. conservative roman catholic.determined to fight for my country and my faith. love will have the last word! n.r.a. member!",94352,3373,20730,1948,NA,"jim doherty",2012-03-05 17:13:48,FALSE,FALSE,"jmdonsi","nyc","en","515664415",139,FALSE,"http://pbs.twimg.com/profile_images/794726153445670913/Ux6fsyUe_normal.jpg"
"213","Classic Luke Bryan: (We Rode in Trucks) / I'm all about Celebrating the Perfect Female Voice @_MorganFrazier",6043,351,2143,991,NA,"We Rode In Trucks",2012-07-02 21:54:59,FALSE,FALSE,"Georgia_Boys99","Cypress, Texas","en","625111455",9,FALSE,"http://pbs.twimg.com/profile_images/378800000742985923/7195bc621a76d9de3eb57a5134e76cc4_normal.jpeg"
"214","Amo la musica <U+266A><U+2665><U+266A><U+2660>",11763,199,14666,99,NA,"Xoxo, Eliseo",2015-10-06 18:23:59,FALSE,FALSE,"Eliseo49384903","El Salvador","es","3805860854",14,FALSE,"http://pbs.twimg.com/profile_images/805911818816389120/1_CLuMPU_normal.jpg"
"215","al<U+00F4> celso?",8607,487,3805,1453,"https://t.co/JMwrcVrNVC","lole",2012-08-28 22:28:11,FALSE,FALSE,"cupcake_do_paul","Rio de Janeiro, Brasil","pt","787983900",0,FALSE,"http://pbs.twimg.com/profile_images/831311401411031040/5Ns0Yhoo_normal.jpg"
"216","Daddy @screamau // #SyS // 15 // TRC<ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>",30230,533,79291,446,"https://t.co/pi5n85aham","Stargirl<ed><U+00A0><U+00BC><ed><U+00BC><U+0099>",2014-01-11 04:38:12,FALSE,FALSE,"114_mayte","Screamers Ohana<U+2764>","es","2286094477",8,FALSE,"http://pbs.twimg.com/profile_images/812570911253544960/vrZcM7NQ_normal.jpg"
"217","Easy recipes made just for you!",22831,1293,143,2560,"https://t.co/h2Mj7Nfuzf","Good Recipes Club",2016-03-30 15:51:17,FALSE,FALSE,"goodrecipesclub","United States","en","715204758353489921",511,FALSE,"http://pbs.twimg.com/profile_images/715207758614757376/--rltJLb_normal.jpg"
"218","",9044,431,5391,495,NA,"gabi",2014-03-27 01:54:05,FALSE,FALSE,"gabiiisanchezzz","houston texas","en","2413465549",2,FALSE,"http://pbs.twimg.com/profile_images/829581981205803008/4B_Ct2k1_normal.jpg"
"219","21 - Male - Med Student - Aspiring Scientist - Pro Wrestling Enthusiast - Occasional Gamer ______________ Alexa noticed - 09/02/17",4388,176,1229,143,NA,"Doctor Tomee",2012-06-01 02:43:04,FALSE,FALSE,"DoctorTomee","Hungary","en-gb","596047943",8,FALSE,"http://pbs.twimg.com/profile_images/827263632937414656/1ZwDVVxL_normal.jpg"
"220","Aunque seas una parte min<U+00FA>scula en el universo, recuerda que eres <U+00FA>nico e irrepetible. Integrador social y futuro enfermero.",25289,783,9132,639,"https://t.co/2HTBj4H6ZJ","Deivid",2010-08-20 10:13:00,FALSE,FALSE,"dqp93","Vitoria-Gasteiz (Espa<U+00F1>a/Spain)","es","180733817",14,FALSE,"http://pbs.twimg.com/profile_images/786835306326687744/ra44dQma_normal.jpg"
"221","I am a little monster from Sydney<U+2764>",21060,578,13420,1171,NA,"sam",2014-05-04 08:53:32,FALSE,FALSE,"gagahooker99","Sydney, New South Wales","en","2476621369",36,FALSE,"http://pbs.twimg.com/profile_images/828771022740418560/LJw2aiSr_normal.jpg"
"222","",617,80,78,246,NA,"Robby",2011-08-20 20:05:29,FALSE,FALSE,"Bloodyrobby","Uvalde","en","358962918",2,FALSE,"http://pbs.twimg.com/profile_images/739583248158724096/wjs-6OH4_normal.jpg"
"223","Journalism major at @sunyoswego | Chief Copy Editor at @TheOswegonian | Intern at @OswegoCoNewsNow | Competitive swimmer | Cat lover | #BuffaLove",854,115,723,188,"https://t.co/TQaskxGMa2","Natalie Brophy",2015-01-29 00:51:43,FALSE,FALSE,"brophy_natalie","Oswego, New York ","en","3003921317",8,FALSE,"http://pbs.twimg.com/profile_images/748932039563411456/lIHn7Uee_normal.jpg"
"224","<ed><U+00A0><U+00BC><ed><U+00BD><U+00A6><ed><U+00A0><U+00BC><ed><U+00BD><U+00B0><ed><U+00A0><U+00BC><ed><U+00BD><U+00B0><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>",10588,378,5681,1173,NA,"Kbunny",2016-08-17 03:00:33,FALSE,FALSE,"keiannagoodridg","Barbados","en","765745099888205824",13,FALSE,"http://pbs.twimg.com/profile_images/813546157364408320/tWk8x6Ii_normal.jpg"
"225","Little Monster",54289,656,8882,224,"https://t.co/NbLIslmw0T","Diego Faria",2011-03-30 23:41:03,FALSE,FALSE,"Fariadiiego","Brasil","pt","274746269",22,FALSE,"http://pbs.twimg.com/profile_images/828232257034870788/wKsuxgcx_normal.jpg"
"226","my worst fear is real life",77331,351,40,166,"https://t.co/ED4kW4NjdR","jv. <U+2728>",2010-05-26 01:04:37,FALSE,FALSE,"jvallini_","Sao Paulo, Brazil","de","148166964",16,FALSE,"http://pbs.twimg.com/profile_images/828602771549147136/rKZ2XSeE_normal.jpg"
"227","lil erny <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>",29958,804,1097,569,NA,"lil viv <ed><U+00A0><U+00BE><ed><U+00B4><U+0091><ed><U+00A0><U+00BD><ed><U+00B2><U+0093>",2012-07-20 05:00:30,FALSE,FALSE,"ytxviviianaa","Fontana, CA","en","706472028",10,FALSE,"http://pbs.twimg.com/profile_images/830188045542400000/CQCbtEFm_normal.jpg"
"228","Reggae Music",4578,411,2622,440,NA,"dark",2014-05-25 13:30:30,FALSE,FALSE,"Tais_Grd","Cholet, France","fr","2563485574",1,FALSE,"http://pbs.twimg.com/profile_images/828682884571656192/QOEXCsFi_normal.jpg"
"229","<U+2642>22
Little Monster
HP<U+03DF>",13152,489,2177,207,"https://t.co/trYazts7dg","To<U+00F1>itorr",2012-02-01 13:14:24,FALSE,FALSE,"AntonioMelgar94","Los Barrios, Espa<U+00F1>a","es","480401724",14,FALSE,"http://pbs.twimg.com/profile_images/754756383850004480/TNZSKXOt_normal.jpg"
"230","People gonna judge & people gonna talk - They can say what they like, wont keep me up at night.",31194,373,28956,530,NA,"Luis",2009-06-18 22:32:03,FALSE,FALSE,"luisgrado","Grand Prairie, TX","en","48515636",26,FALSE,"http://pbs.twimg.com/profile_images/752653208007258112/sQ61huMJ_normal.jpg"
"231","dont like @ladygaga 1.Your jealous 2.why are you living 3.you need to reevaluate your life 4.you need jesus gaga tweted me december 4,2013GAGA FAVE-11-24-14",135869,2209,2423,2351,"https://t.co/d2WPNL2joG","victoria",2010-08-27 00:47:51,FALSE,FALSE,"gagafreak28","G.O.A.T","en","183442912",102,FALSE,"http://pbs.twimg.com/profile_images/742588316013363201/5RA_JTr4_normal.jpg"
"232","\<U+02C8>s<U+012B>\",11281,329,9560,451,NA,"XY Bucsit",2009-05-14 16:19:52,FALSE,FALSE,"xyreeel","PHL","en","40026077",2,FALSE,"http://pbs.twimg.com/profile_images/813349333282131968/FzMqQXFi_normal.jpg"
"233","Professional Dancer, Performer, & Creative Mind//Clear Talent Group @CTG // Snapchat - MontanaEfaw // https://t.co/6lf90uP8Zf",4561,12969,3773,362,NA,"Montana Efaw",2012-07-15 13:20:01,FALSE,FALSE,"MontanaEfaw","Los Angeles, CA","en","636181069",111,FALSE,"http://pbs.twimg.com/profile_images/629427757332586496/8A7yyrk6_normal.jpg"
"234","21. Suelo fracasar y deprimirme pero estoy mejor que antes. Aguante la birra y la whip <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD>",74168,637,10071,278,"https://t.co/wWEVISuipo","Candeli",2010-06-14 18:21:59,FALSE,FALSE,"canfamh","on the edge with you","es","155645621",13,FALSE,"http://pbs.twimg.com/profile_images/832687376061173760/opatI43S_normal.jpg"
"235","Live / Life / Fun",43948,25160,57,2984,NA,"Girl<U+FE0F>",2015-12-28 22:52:56,FALSE,FALSE,"twittos_girls","<U+2708><U+FE0F>CALIFORNIE<U+2708><U+FE0F>","fr","4636952002",45,FALSE,"http://pbs.twimg.com/profile_images/807485998703804416/81Hu2ZNz_normal.jpg"
"236","",108458,19348,146,151,NA,"<U+3164>",2016-07-12 12:42:08,FALSE,FALSE,"ronaldofrance2","lille ","fr","752845496717312000",66,FALSE,"http://pbs.twimg.com/profile_images/794227106532257792/s3jBie1q_normal.jpg"
"237","",77259,10600,17177,5883,NA,"Julie",2015-12-20 10:52:52,FALSE,FALSE,"Regnetih","France","en","4545459622",30,FALSE,"http://pbs.twimg.com/profile_images/820682254158561280/DcLUsXN5_normal.jpg"
"238","On parlera de paix avec mon glock scotch<U+00E9> sous la table",292859,20338,146650,72,NA,"<U+FE0F>",2015-04-13 17:30:33,FALSE,FALSE,"Marokun_212","dans ta TL mm qd tu m'unfollo","fr","3164929414",260,FALSE,"http://pbs.twimg.com/profile_images/832672739571888129/-h48xhDt_normal.jpg"
"239","""on ira tous au ciel ouais si dieu le veut"" 110117 FSR #97CONNEXION",17141,5031,1803,3935,NA,"420",2015-03-19 10:18:24,FALSE,FALSE,"_HugoTM","Marseille, France","fr","3096400239",35,FALSE,"http://pbs.twimg.com/profile_images/832297996641505281/p_R1m3X-_normal.jpg"
"240","the best people in life are free <ed><U+00A0><U+00BC><ed><U+00BC><U+009F> Estudante de Engenharia na UFG.",19846,1080,13637,393,"https://t.co/oCueypr7TF","Jos<U+00E9> da Costa",2009-07-16 23:05:29,FALSE,FALSE,"costaxcx","Goi<U+00E2>nia, GO","pt","57475570",8,FALSE,"http://pbs.twimg.com/profile_images/828493851694419968/6kmTgQeY_normal.jpg"
"241","Digital Marketing & Social Media Manager for @sharonschweitz | #PR | Health & Fitness Coach | Thoughts are my own",1394,284,772,295,"https://t.co/j1ddLcl2BO","Casei Malone",2015-01-16 21:54:07,FALSE,FALSE,"CaseiMalone","Austin, TX","en","2986152044",79,FALSE,"http://pbs.twimg.com/profile_images/735917694285807616/-_68I4IF_normal.jpg"
"242","Notifyr sends you viral news, release dates and events from around the world Download the free app iOS: https://t.co/eSspOiMrA3
Android: https://t.co/mOlOwgcX9F",25015,5320,10,588,"https://t.co/YJBZQNk4qw","Notifyr",2013-09-09 01:55:38,FALSE,FALSE,"NotifyrInc","Worldwide","en","1837604520",266,FALSE,"http://pbs.twimg.com/profile_images/784250135601565696/pHgjeYPT_normal.jpg"
"243","28. De la terreta. Alimento a la gente en Tommy Mel's. Fallero y follonero. Can i get an AMEN?",74587,573,4562,288,NA,"aLeX.",2009-04-19 18:50:54,FALSE,FALSE,"poxynight22","Valencia, Espa<U+00F1>a.","es","33277823",33,FALSE,"http://pbs.twimg.com/profile_images/708476893473972225/V_adfUuz_normal.jpg"
"244","The darkness can remind us where the light can be",72960,768,4330,334,"https://t.co/TrPRk88a5z","Mateo Due<U+00F1>as Ram<U+00ED>rez",2011-10-12 21:09:28,FALSE,FALSE,"MateoDueas","09.10.15<U+2728>","en","389694437",5,FALSE,"http://pbs.twimg.com/profile_images/797754240177500160/uAZoTyAP_normal.jpg"
"245","Humble singer & producer. Where electro-pop meets light and darkness.
#BeyondReality",52,32,32,65,NA,"Dayngel",2016-07-08 21:37:15,FALSE,FALSE,"dayngelherz","Espa<U+00F1>a","es","751530611643473921",0,FALSE,"http://pbs.twimg.com/profile_images/804047102754115584/irEUckwh_normal.jpg"
"246","@justinbieber FOLLOWED ME 20/04/15<U+2764>                 || 16 || Acuario || Mexicana || Belieber ||                       I'll finally meet him<ed><U+00A0><U+00BD><ed><U+00B2><U+0098> (19/02/17)<ed><U+00A0><U+00BD><ed><U+00B2><U+009D>",6911,378,3180,527,"https://t.co/RXcB3M7u2a","Yuliana",2013-02-11 01:39:43,FALSE,FALSE,"Smilieber1313","Chihuahua, Chihuahua","es","1167503484",2,FALSE,"http://pbs.twimg.com/profile_images/830910342939176960/wtVgKJah_normal.jpg"
